split,image,class_id,class_name,probability,target_mode,heatmap_threshold,overlay_file,mask_file,roi_mask_file,bbox_file,component_count,largest_component_bbox_xywh,component_bboxes_xywh,component_bboxes_yolo
train,CXR003_002.jpg,0,infiltrat,0.678064,predicted,0.5000,overlays/0008_train_cxr003_002_infiltrat_heatmap.jpg,masks/0008_train_cxr003_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR003_002.jpg,bboxes/0008_train_cxr003_002_infiltrat_bbox.jpg,1,"144,38,45,95","144,38,45,95",0 0.743304 0.381696 0.200893 0.424107
train,CXR003_003.jpg,0,infiltrat,0.635210,predicted,0.5000,overlays/0009_train_cxr003_003_infiltrat_heatmap.jpg,masks/0009_train_cxr003_003_infiltrat_mask.png,lung segmentation/output_masks/train/CXR003_003.jpg,bboxes/0009_train_cxr003_003_infiltrat_bbox.jpg,1,"151,63,45,77","151,63,45,77",0 0.774554 0.453125 0.200893 0.343750
train,CXR005_002.jpg,1,pneumothorax,0.600632,predicted,0.5000,overlays/0010_train_cxr005_002_pneumothorax_heatmap.jpg,masks/0010_train_cxr005_002_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR005_002.jpg,bboxes/0010_train_cxr005_002_pneumothorax_bbox.jpg,1,"37,47,72,76","37,47,72,76",1 0.325893 0.379464 0.321429 0.339286
train,CXR005_002.jpg,2,efusi pleura,0.924682,predicted,0.5000,overlays/0010_train_cxr005_002_efusi_pleura_heatmap.jpg,masks/0010_train_cxr005_002_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR005_002.jpg,bboxes/0010_train_cxr005_002_efusi_pleura_bbox.jpg,1,"35,69,67,54","35,69,67,54",2 0.305804 0.428571 0.299107 0.241071
train,CXR005_002.jpg,3,atelektasis,0.587774,predicted,0.5000,overlays/0010_train_cxr005_002_atelektasis_heatmap.jpg,masks/0010_train_cxr005_002_atelektasis_mask.png,lung segmentation/output_masks/train/CXR005_002.jpg,bboxes/0010_train_cxr005_002_atelektasis_bbox.jpg,1,"37,72,64,51","37,72,64,51",3 0.308036 0.435268 0.285714 0.227679
train,CXR005_003.jpg,0,infiltrat,0.598805,predicted,0.5000,overlays/0011_train_cxr005_003_infiltrat_heatmap.jpg,masks/0011_train_cxr005_003_infiltrat_mask.png,lung segmentation/output_masks/train/CXR005_003.jpg,bboxes/0011_train_cxr005_003_infiltrat_bbox.jpg,1,"38,81,58,52","38,81,58,52",0 0.299107 0.477679 0.258929 0.232143
train,CXR005_003.jpg,1,pneumothorax,0.610161,predicted,0.5000,overlays/0011_train_cxr005_003_pneumothorax_heatmap.jpg,masks/0011_train_cxr005_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR005_003.jpg,bboxes/0011_train_cxr005_003_pneumothorax_bbox.jpg,1,"38,59,71,74","38,59,71,74",1 0.328125 0.428571 0.316964 0.330357
train,CXR005_003.jpg,2,efusi pleura,0.946341,predicted,0.5000,overlays/0011_train_cxr005_003_efusi_pleura_heatmap.jpg,masks/0011_train_cxr005_003_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR005_003.jpg,bboxes/0011_train_cxr005_003_efusi_pleura_bbox.jpg,1,"38,80,67,53","38,80,67,53",2 0.319196 0.475446 0.299107 0.236607
train,CXR005_003.jpg,3,atelektasis,0.668674,predicted,0.5000,overlays/0011_train_cxr005_003_atelektasis_heatmap.jpg,masks/0011_train_cxr005_003_atelektasis_mask.png,lung segmentation/output_masks/train/CXR005_003.jpg,bboxes/0011_train_cxr005_003_atelektasis_bbox.jpg,1,"38,71,64,62","38,71,64,62",3 0.312500 0.455357 0.285714 0.276786
train,CXR009_001.jpg,2,efusi pleura,0.885428,predicted,0.5000,overlays/0012_train_cxr009_001_efusi_pleura_heatmap.jpg,masks/0012_train_cxr009_001_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR009_001.jpg,bboxes/0012_train_cxr009_001_efusi_pleura_bbox.jpg,1,"35,60,74,45","35,60,74,45",2 0.321429 0.368304 0.330357 0.200893
train,CXR009_002.jpg,1,pneumothorax,0.723049,predicted,0.5000,overlays/0013_train_cxr009_002_pneumothorax_heatmap.jpg,masks/0013_train_cxr009_002_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR009_002.jpg,bboxes/0013_train_cxr009_002_pneumothorax_bbox.jpg,2,"144,45,48,109","144,45,48,109|51,97,46,37",1 0.750000 0.444196 0.214286 0.486607|1 0.330357 0.515625 0.205357 0.165179
train,CXR010_001.jpg,0,infiltrat,0.613108,predicted,0.5000,overlays/0014_train_cxr010_001_infiltrat_heatmap.jpg,masks/0014_train_cxr010_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR010_001.jpg,bboxes/0014_train_cxr010_001_infiltrat_bbox.jpg,1,"160,35,40,59","160,35,40,59",0 0.803571 0.287946 0.178571 0.263393
train,CXR010_001.jpg,1,pneumothorax,0.819612,predicted,0.5000,overlays/0014_train_cxr010_001_pneumothorax_heatmap.jpg,masks/0014_train_cxr010_001_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR010_001.jpg,bboxes/0014_train_cxr010_001_pneumothorax_bbox.jpg,1,"147,51,53,43","147,51,53,43",1 0.774554 0.323661 0.236607 0.191964
train,CXR010_001.jpg,3,atelektasis,0.524628,predicted,0.5000,overlays/0014_train_cxr010_001_atelektasis_heatmap.jpg,masks/0014_train_cxr010_001_atelektasis_mask.png,lung segmentation/output_masks/train/CXR010_001.jpg,bboxes/0014_train_cxr010_001_atelektasis_bbox.jpg,1,"150,37,50,57","150,37,50,57",3 0.781250 0.292411 0.223214 0.254464
train,CXR010_002.jpg,0,infiltrat,0.521086,predicted,0.5000,overlays/0015_train_cxr010_002_infiltrat_heatmap.jpg,masks/0015_train_cxr010_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR010_002.jpg,bboxes/0015_train_cxr010_002_infiltrat_bbox.jpg,1,"168,66,25,78","168,66,25,78",0 0.805804 0.468750 0.111607 0.348214
train,CXR010_002.jpg,1,pneumothorax,0.887137,predicted,0.5000,overlays/0015_train_cxr010_002_pneumothorax_heatmap.jpg,masks/0015_train_cxr010_002_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR010_002.jpg,bboxes/0015_train_cxr010_002_pneumothorax_bbox.jpg,1,"140,68,53,76","140,68,53,76",1 0.743304 0.473214 0.236607 0.339286
train,CXR010_002.jpg,3,atelektasis,0.591477,predicted,0.5000,overlays/0015_train_cxr010_002_atelektasis_heatmap.jpg,masks/0015_train_cxr010_002_atelektasis_mask.png,lung segmentation/output_masks/train/CXR010_002.jpg,bboxes/0015_train_cxr010_002_atelektasis_bbox.jpg,2,"133,60,58,84","133,60,58,84|92,99,10,38",3 0.723214 0.455357 0.258929 0.375000|3 0.433036 0.526786 0.044643 0.169643
train,CXR010_003.jpg,1,pneumothorax,0.716278,predicted,0.5000,overlays/0016_train_cxr010_003_pneumothorax_heatmap.jpg,masks/0016_train_cxr010_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR010_003.jpg,bboxes/0016_train_cxr010_003_pneumothorax_bbox.jpg,1,"150,54,50,79","150,54,50,79",1 0.781250 0.417411 0.223214 0.352679
train,CXR010_003.jpg,3,atelektasis,0.588218,predicted,0.5000,overlays/0016_train_cxr010_003_atelektasis_heatmap.jpg,masks/0016_train_cxr010_003_atelektasis_mask.png,lung segmentation/output_masks/train/CXR010_003.jpg,bboxes/0016_train_cxr010_003_atelektasis_bbox.jpg,1,"148,44,52,82","148,44,52,82",3 0.776786 0.379464 0.232143 0.366071
train,CXR013_001.jpg,0,infiltrat,0.598707,predicted,0.5000,overlays/0017_train_cxr013_001_infiltrat_heatmap.jpg,masks/0017_train_cxr013_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR013_001.jpg,bboxes/0017_train_cxr013_001_infiltrat_bbox.jpg,1,"28,59,63,91","28,59,63,91",0 0.265625 0.466518 0.281250 0.406250
train,CXR013_002.jpg,0,infiltrat,0.787289,predicted,0.5000,overlays/0018_train_cxr013_002_infiltrat_heatmap.jpg,masks/0018_train_cxr013_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR013_002.jpg,bboxes/0018_train_cxr013_002_infiltrat_bbox.jpg,1,"31,58,71,90","31,58,71,90",0 0.296875 0.459821 0.316964 0.401786
train,CXR017_002.jpg,0,infiltrat,0.704611,predicted,0.5000,overlays/0019_train_cxr017_002_infiltrat_heatmap.jpg,masks/0019_train_cxr017_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR017_002.jpg,bboxes/0019_train_cxr017_002_infiltrat_bbox.jpg,1,"18,50,86,97","18,50,86,97",0 0.272321 0.439732 0.383929 0.433036
train,CXR017_002.jpg,2,efusi pleura,0.828765,predicted,0.5000,overlays/0019_train_cxr017_002_efusi_pleura_heatmap.jpg,masks/0019_train_cxr017_002_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR017_002.jpg,bboxes/0019_train_cxr017_002_efusi_pleura_bbox.jpg,1,"18,95,84,52","18,95,84,52",2 0.267857 0.540179 0.375000 0.232143
train,CXR017_003.jpg,0,infiltrat,0.744586,predicted,0.5000,overlays/0020_train_cxr017_003_infiltrat_heatmap.jpg,masks/0020_train_cxr017_003_infiltrat_mask.png,lung segmentation/output_masks/train/CXR017_003.jpg,bboxes/0020_train_cxr017_003_infiltrat_bbox.jpg,2,"126,25,63,96","126,25,63,96|92,45,13,64",0 0.703125 0.325893 0.281250 0.428571|0 0.439732 0.343750 0.058036 0.285714
train,CXR017_003.jpg,1,pneumothorax,0.516536,predicted,0.5000,overlays/0020_train_cxr017_003_pneumothorax_heatmap.jpg,masks/0020_train_cxr017_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR017_003.jpg,bboxes/0020_train_cxr017_003_pneumothorax_bbox.jpg,2,"50,58,55,51","50,58,55,51|151,71,37,55",1 0.345982 0.372768 0.245536 0.227679|1 0.756696 0.439732 0.165179 0.245536
train,CXR017_003.jpg,2,efusi pleura,0.623111,predicted,0.5000,overlays/0020_train_cxr017_003_efusi_pleura_heatmap.jpg,masks/0020_train_cxr017_003_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR017_003.jpg,bboxes/0020_train_cxr017_003_efusi_pleura_bbox.jpg,1,"42,61,63,51","42,61,63,51",2 0.328125 0.386161 0.281250 0.227679
train,CXR029_001.jpg,2,efusi pleura,0.939424,predicted,0.5000,overlays/0021_train_cxr029_001_efusi_pleura_heatmap.jpg,masks/0021_train_cxr029_001_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR029_001.jpg,bboxes/0021_train_cxr029_001_efusi_pleura_bbox.jpg,2,"126,41,56,40","126,41,56,40|39,100,42,53",2 0.687500 0.272321 0.250000 0.178571|2 0.267857 0.564732 0.187500 0.236607
train,CXR029_002.jpg,2,efusi pleura,0.918668,predicted,0.5000,overlays/0022_train_cxr029_002_efusi_pleura_heatmap.jpg,masks/0022_train_cxr029_002_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR029_002.jpg,bboxes/0022_train_cxr029_002_efusi_pleura_bbox.jpg,2,"152,93,58,54","152,93,58,54|51,110,44,34",2 0.808036 0.535714 0.258929 0.241071|2 0.325893 0.566964 0.196429 0.151786
train,CXR029_003.jpg,2,efusi pleura,0.739594,predicted,0.5000,overlays/0023_train_cxr029_003_efusi_pleura_heatmap.jpg,masks/0023_train_cxr029_003_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR029_003.jpg,bboxes/0023_train_cxr029_003_efusi_pleura_bbox.jpg,2,"31,111,64,50","31,111,64,50|166,126,48,45",2 0.281250 0.607143 0.285714 0.223214|2 0.848214 0.662946 0.214286 0.200893
train,CXR044_001.jpg,0,infiltrat,0.567021,predicted,0.5000,overlays/0024_train_cxr044_001_infiltrat_heatmap.jpg,masks/0024_train_cxr044_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR044_001.jpg,bboxes/0024_train_cxr044_001_infiltrat_bbox.jpg,1,"38,59,53,60","38,59,53,60",0 0.287946 0.397321 0.236607 0.267857
train,CXR044_001.jpg,1,pneumothorax,0.576518,predicted,0.5000,overlays/0024_train_cxr044_001_pneumothorax_heatmap.jpg,masks/0024_train_cxr044_001_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR044_001.jpg,bboxes/0024_train_cxr044_001_pneumothorax_bbox.jpg,1,"38,42,67,77","38,42,67,77",1 0.319196 0.359375 0.299107 0.343750
train,CXR044_001.jpg,2,efusi pleura,0.799088,predicted,0.5000,overlays/0024_train_cxr044_001_efusi_pleura_heatmap.jpg,masks/0024_train_cxr044_001_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR044_001.jpg,bboxes/0024_train_cxr044_001_efusi_pleura_bbox.jpg,1,"38,76,60,43","38,76,60,43",2 0.303571 0.435268 0.267857 0.191964
train,CXR044_001.jpg,3,atelektasis,0.698041,predicted,0.5000,overlays/0024_train_cxr044_001_atelektasis_heatmap.jpg,masks/0024_train_cxr044_001_atelektasis_mask.png,lung segmentation/output_masks/train/CXR044_001.jpg,bboxes/0024_train_cxr044_001_atelektasis_bbox.jpg,1,"38,66,60,53","38,66,60,53",3 0.303571 0.412946 0.267857 0.236607
train,CXR044_002.jpg,3,atelektasis,0.591394,predicted,0.5000,overlays/0025_train_cxr044_002_atelektasis_heatmap.jpg,masks/0025_train_cxr044_002_atelektasis_mask.png,lung segmentation/output_masks/train/CXR044_002.jpg,bboxes/0025_train_cxr044_002_atelektasis_bbox.jpg,1,"28,44,63,63","28,44,63,63",3 0.265625 0.337054 0.281250 0.281250
train,CXR001_001.jpg,0,infiltrat,0.926296,predicted,0.5000,overlays/0026_train_cxr001_001_infiltrat_heatmap.jpg,masks/0026_train_cxr001_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR001_001.jpg,bboxes/0026_train_cxr001_001_infiltrat_bbox.jpg,1,"132,49,57,97","132,49,57,97",0 0.716518 0.435268 0.254464 0.433036
train,CXR001_002.jpg,0,infiltrat,0.834127,predicted,0.5000,overlays/0027_train_cxr001_002_infiltrat_heatmap.jpg,masks/0027_train_cxr001_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR001_002.jpg,bboxes/0027_train_cxr001_002_infiltrat_bbox.jpg,1,"140,21,53,88","140,21,53,88",0 0.743304 0.290179 0.236607 0.392857
train,CXR001_002.jpg,2,efusi pleura,0.516621,predicted,0.5000,overlays/0027_train_cxr001_002_efusi_pleura_heatmap.jpg,masks/0027_train_cxr001_002_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR001_002.jpg,bboxes/0027_train_cxr001_002_efusi_pleura_bbox.jpg,2,"87,63,20,46","87,63,20,46|168,73,14,28",2 0.433036 0.383929 0.089286 0.205357|2 0.781250 0.388393 0.062500 0.125000
train,CXR001_002.jpg,3,atelektasis,0.510783,predicted,0.5000,overlays/0027_train_cxr001_002_atelektasis_heatmap.jpg,masks/0027_train_cxr001_002_atelektasis_mask.png,lung segmentation/output_masks/train/CXR001_002.jpg,bboxes/0027_train_cxr001_002_atelektasis_bbox.jpg,1,"165,65,28,44","165,65,28,44",3 0.799107 0.388393 0.125000 0.196429
train,CXR001_003.jpg,1,pneumothorax,0.519602,predicted,0.5000,overlays/0028_train_cxr001_003_pneumothorax_heatmap.jpg,masks/0028_train_cxr001_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR001_003.jpg,bboxes/0028_train_cxr001_003_pneumothorax_bbox.jpg,1,"130,42,45,67","130,42,45,67",1 0.680804 0.337054 0.200893 0.299107
train,CXR001_003.jpg,2,efusi pleura,0.645758,predicted,0.5000,overlays/0028_train_cxr001_003_efusi_pleura_heatmap.jpg,masks/0028_train_cxr001_003_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR001_003.jpg,bboxes/0028_train_cxr001_003_efusi_pleura_bbox.jpg,1,"68,86,20,37","68,86,20,37",2 0.348214 0.466518 0.089286 0.165179
train,CXR001_003.jpg,3,atelektasis,0.696252,predicted,0.5000,overlays/0028_train_cxr001_003_atelektasis_heatmap.jpg,masks/0028_train_cxr001_003_atelektasis_mask.png,lung segmentation/output_masks/train/CXR001_003.jpg,bboxes/0028_train_cxr001_003_atelektasis_bbox.jpg,1,"130,35,45,74","130,35,45,74",3 0.680804 0.321429 0.200893 0.330357
train,CXR001_004.jpg,2,efusi pleura,0.638204,predicted,0.5000,overlays/0029_train_cxr001_004_efusi_pleura_heatmap.jpg,masks/0029_train_cxr001_004_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR001_004.jpg,bboxes/0029_train_cxr001_004_efusi_pleura_bbox.jpg,2,"89,80,13,39","89,80,13,39|175,92,13,20",2 0.426339 0.444196 0.058036 0.174107|2 0.810268 0.455357 0.058036 0.089286
train,CXR001_004.jpg,3,atelektasis,0.720671,predicted,0.5000,overlays/0029_train_cxr001_004_atelektasis_heatmap.jpg,masks/0029_train_cxr001_004_atelektasis_mask.png,lung segmentation/output_masks/train/CXR001_004.jpg,bboxes/0029_train_cxr001_004_atelektasis_bbox.jpg,2,"140,29,49,83","140,29,49,83|99,45,6,14",3 0.734375 0.314732 0.218750 0.370536|3 0.455357 0.232143 0.026786 0.062500
train,CXR002_001.jpg,1,pneumothorax,0.632738,predicted,0.5000,overlays/0030_train_cxr002_001_pneumothorax_heatmap.jpg,masks/0030_train_cxr002_001_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR002_001.jpg,bboxes/0030_train_cxr002_001_pneumothorax_bbox.jpg,1,"35,69,60,92","35,69,60,92",1 0.290179 0.513393 0.267857 0.410714
train,CXR002_002.jpg,1,pneumothorax,0.474394,predicted,0.5000,overlays/0031_train_cxr002_002_pneumothorax_heatmap.jpg,masks/0031_train_cxr002_002_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR002_002.jpg,bboxes/0031_train_cxr002_002_pneumothorax_bbox.jpg,1,"25,64,59,80","25,64,59,80",1 0.243304 0.464286 0.263393 0.357143
train,CXR002_003.jpg,1,pneumothorax,0.756431,predicted,0.5000,overlays/0032_train_cxr002_003_pneumothorax_heatmap.jpg,masks/0032_train_cxr002_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR002_003.jpg,bboxes/0032_train_cxr002_003_pneumothorax_bbox.jpg,1,"31,62,60,92","31,62,60,92",1 0.272321 0.482143 0.267857 0.410714
train,CXR003_001.jpg,0,infiltrat,0.888042,predicted,0.5000,overlays/0033_train_cxr003_001_infiltrat_heatmap.jpg,masks/0033_train_cxr003_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR003_001.jpg,bboxes/0033_train_cxr003_001_infiltrat_bbox.jpg,1,"142,56,51,91","142,56,51,91",0 0.747768 0.453125 0.227679 0.406250
train,CXR003_001.jpg,2,efusi pleura,0.546655,predicted,0.5000,overlays/0033_train_cxr003_001_efusi_pleura_heatmap.jpg,masks/0033_train_cxr003_001_efusi_pleura_mask.png,lung segmentation/output_masks/train/CXR003_001.jpg,bboxes/0033_train_cxr003_001_efusi_pleura_bbox.jpg,1,"158,101,31,46","158,101,31,46",2 0.774554 0.553571 0.138393 0.205357
train,CXR004_001.jpg,0,infiltrat,0.834024,predicted,0.5000,overlays/0034_train_cxr004_001_infiltrat_heatmap.jpg,masks/0034_train_cxr004_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR004_001.jpg,bboxes/0034_train_cxr004_001_infiltrat_bbox.jpg,1,"131,28,69,93","131,28,69,93",0 0.738839 0.332589 0.308036 0.415179
train,CXR004_001.jpg,3,atelektasis,0.557944,predicted,0.5000,overlays/0034_train_cxr004_001_atelektasis_heatmap.jpg,masks/0034_train_cxr004_001_atelektasis_mask.png,lung segmentation/output_masks/train/CXR004_001.jpg,bboxes/0034_train_cxr004_001_atelektasis_bbox.jpg,1,"18,45,75,99","18,45,75,99",3 0.247768 0.421875 0.334821 0.441964
train,CXR004_002.jpg,0,infiltrat,0.682867,predicted,0.5000,overlays/0035_train_cxr004_002_infiltrat_heatmap.jpg,masks/0035_train_cxr004_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR004_002.jpg,bboxes/0035_train_cxr004_002_infiltrat_bbox.jpg,1,"45,57,64,73","45,57,64,73",0 0.343750 0.417411 0.285714 0.325893
train,CXR004_002.jpg,1,pneumothorax,0.571921,predicted,0.5000,overlays/0035_train_cxr004_002_pneumothorax_heatmap.jpg,masks/0035_train_cxr004_002_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR004_002.jpg,bboxes/0035_train_cxr004_002_pneumothorax_bbox.jpg,1,"28,57,81,94","28,57,81,94",1 0.305804 0.464286 0.361607 0.419643
train,CXR004_002.jpg,3,atelektasis,0.568906,predicted,0.5000,overlays/0035_train_cxr004_002_atelektasis_heatmap.jpg,masks/0035_train_cxr004_002_atelektasis_mask.png,lung segmentation/output_masks/train/CXR004_002.jpg,bboxes/0035_train_cxr004_002_atelektasis_bbox.jpg,1,"37,28,79,102","37,28,79,102",3 0.341518 0.352679 0.352679 0.455357
train,CXR005_001.jpg,0,infiltrat,0.914153,predicted,0.5000,overlays/0036_train_cxr005_001_infiltrat_heatmap.jpg,masks/0036_train_cxr005_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR005_001.jpg,bboxes/0036_train_cxr005_001_infiltrat_bbox.jpg,1,"11,43,73,79","11,43,73,79",0 0.212054 0.368304 0.325893 0.352679
train,CXR006_001.jpg,0,infiltrat,0.828059,predicted,0.5000,overlays/0037_train_cxr006_001_infiltrat_heatmap.jpg,masks/0037_train_cxr006_001_infiltrat_mask.png,lung segmentation/output_masks/train/CXR006_001.jpg,bboxes/0037_train_cxr006_001_infiltrat_bbox.jpg,1,"25,50,68,100","25,50,68,100",0 0.263393 0.446429 0.303571 0.446429
train,CXR006_001.jpg,1,pneumothorax,0.573005,predicted,0.5000,overlays/0037_train_cxr006_001_pneumothorax_heatmap.jpg,masks/0037_train_cxr006_001_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR006_001.jpg,bboxes/0037_train_cxr006_001_pneumothorax_bbox.jpg,1,"25,38,77,104","25,38,77,104",1 0.283482 0.401786 0.343750 0.464286
train,CXR006_002.jpg,0,infiltrat,0.237759,predicted,0.5000,overlays/0038_train_cxr006_002_infiltrat_heatmap.jpg,masks/0038_train_cxr006_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR006_002.jpg,bboxes/0038_train_cxr006_002_infiltrat_bbox.jpg,1,"28,128,43,44","28,128,43,44",0 0.220982 0.669643 0.191964 0.196429
train,CXR007_001.jpg,1,pneumothorax,0.458260,predicted,0.5000,overlays/0039_train_cxr007_001_pneumothorax_heatmap.jpg,masks/0039_train_cxr007_001_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR007_001.jpg,bboxes/0039_train_cxr007_001_pneumothorax_bbox.jpg,3,"154,100,42,82","154,100,42,82|46,79,18,34|82,94,13,28",1 0.781250 0.629464 0.187500 0.366071|1 0.245536 0.428571 0.080357 0.151786|1 0.395089 0.482143 0.058036 0.125000
train,CXR007_002.jpg,0,infiltrat,0.319974,predicted,0.5000,overlays/0040_train_cxr007_002_infiltrat_heatmap.jpg,masks/0040_train_cxr007_002_infiltrat_mask.png,lung segmentation/output_masks/train/CXR007_002.jpg,bboxes/0040_train_cxr007_002_infiltrat_bbox.jpg,1,"25,131,54,55","25,131,54,55",0 0.232143 0.707589 0.241071 0.245536
train,CXR007_003.jpg,1,pneumothorax,0.370424,predicted,0.5000,overlays/0041_train_cxr007_003_pneumothorax_heatmap.jpg,masks/0041_train_cxr007_003_pneumothorax_mask.png,lung segmentation/output_masks/train/CXR007_003.jpg,bboxes/0041_train_cxr007_003_pneumothorax_bbox.jpg,1,"169,113,38,55","169,113,38,55",1 0.839286 0.627232 0.169643 0.245536
