filename,predicted_class,component_rank,heatmap_threshold,label_id,x,y,width,height,area,centroid_x,centroid_y
CXR071_001.jpg,tuberkuloma,1,0.5000,1,188,0,36,42,1301,207.41275941583396,18.326671790930053
CXR071_001.jpg,pneumothorax,1,0.5000,1,192,0,32,32,925,208.70810810810812,14.291891891891892
CXR071_001.jpg,pneumothorax,2,0.5000,2,207,207,17,17,289,215.0,215.0
CXR071_001.jpg,efusi pleura,1,0.5000,1,171,0,53,82,2984,203.5053619302949,33.15549597855228
CXR071_001.jpg,efusi pleura,2,0.5000,2,0,191,58,33,1562,25.803457106274006,209.6549295774648
CXR071_001.jpg,efusi pleura,3,0.5000,3,179,202,45,22,938,201.87633262260127,213.01172707889125
CXR071_001.jpg,atelektasis,1,0.5000,1,189,0,35,32,1002,207.39720558882235,14.169660678642714
CXR073_001.jpg,kavitas,1,0.5000,1,21,24,180,105,13429,102.07431677712414,69.62298011765581
CXR073_001.jpg,infiltrat,1,0.5000,1,29,24,160,107,13395,104.19522209779768,77.13967898469578
CXR073_001.jpg,tuberkuloma,1,0.5000,1,69,102,91,76,3938,121.33671914677501,141.20898933468766
CXR073_001.jpg,pneumothorax,1,0.5000,1,88,160,63,32,1340,117.8179104477612,175.5
CXR073_001.jpg,efusi pleura,1,0.5000,1,192,0,32,32,925,208.70810810810812,14.291891891891892
CXR073_001.jpg,efusi pleura,2,0.5000,2,197,165,27,22,492,212.09756097560975,175.5
CXR073_001.jpg,atelektasis,1,0.5000,1,58,33,108,89,7072,111.85746606334841,72.65342194570135
CXR073_002.jpg,kavitas,1,0.5000,1,18,0,157,117,11154,93.67195624887933,50.20719024565179
CXR073_002.jpg,infiltrat,1,0.5000,1,0,0,188,138,15868,100.48147214519788,60.60442399798336
CXR073_002.jpg,tuberkuloma,1,0.5000,1,96,96,32,32,801,112.26466916354556,113.18851435705368
CXR073_002.jpg,tuberkuloma,2,0.5000,3,129,129,30,30,639,142.13928012519563,142.13928012519563
CXR073_002.jpg,tuberkuloma,3,0.5000,2,37,102,22,21,273,47.666666666666664,111.83150183150182
CXR073_002.jpg,efusi pleura,1,0.5000,1,0,35,32,69,1824,13.068530701754385,69.69736842105263
CXR073_002.jpg,efusi pleura,2,0.5000,2,201,72,23,16,325,213.22153846153847,79.47692307692307
CXR073_002.jpg,atelektasis,1,0.5000,1,35,38,96,97,7489,81.90185605554814,85.48404326345306
CXR073_003.jpg,kavitas,1,0.5000,1,160,160,32,32,680,175.5,175.5
CXR073_003.jpg,infiltrat,1,0.5000,2,147,125,50,67,2481,171.78113663845224,158.7670294236195
CXR073_003.jpg,infiltrat,2,0.5000,1,30,122,39,44,995,48.437185929648244,144.20201005025126
CXR073_003.jpg,infiltrat,3,0.5000,4,197,197,27,27,695,210.52374100719425,210.52374100719425
CXR073_003.jpg,limfadenopati,1,0.5000,1,0,0,32,32,925,14.291891891891892,14.291891891891892
CXR073_003.jpg,tuberkuloma,1,0.5000,1,120,102,52,78,2676,144.05156950672645,138.550822122571
CXR073_003.jpg,tuberkuloma,2,0.5000,2,192,156,32,36,971,209.66014418125644,173.33573635427393
CXR073_003.jpg,bronkiektasis,1,0.5000,1,0,0,32,32,925,14.291891891891892,14.291891891891892
CXR073_003.jpg,pneumothorax,1,0.5000,1,178,157,46,37,1275,205.11686274509805,174.95764705882354
CXR073_003.jpg,efusi pleura,1,0.5000,1,18,25,100,83,5769,62.58953024787658,65.00606690934303
CXR073_003.jpg,efusi pleura,2,0.5000,2,162,184,28,40,882,175.75963718820861,206.93197278911563
CXR073_003.jpg,atelektasis,1,0.5000,1,98,74,126,113,5857,151.18780945876728,144.09885606966023
